번호,측정망,도시,측정지점,지역,측정연도,분기,주간9시,주간12시,주간16시,주간20시,주간평균,야간23시,야간01시,야간평균
246,중앙,서울특별시,동원인테리어,도로,2023,2,67.5,66.1,65.8,65.4,66,60.3,56.9,59
247,중앙,서울특별시,동원인테리어,도로,2023,3,62.381,57.851,55.783,50.008,57,48.788,49.289,49
248,중앙,서울특별시,동원인테리어,도로,2023,4,69.7,67.8,66.1,63.9,67,61.7,57.6,60
249,중앙,서울특별시,렉슬(아)306동 뒤,일반,2023,1,54.1,54.3,53,52.8,54,47.5,44.3,46
250,중앙,서울특별시,렉슬(아)306동 뒤,일반,2023,2,57.5,54.6,54.5,50.9,54,53.8,43.6,49
251,중앙,서울특별시,렉슬(아)306동 뒤,일반,2023,3,58.707,58.873,60.044,56.7,59,47.793,48.079,48
252,중앙,서울특별시,렉슬(아)306동 뒤,일반,2023,4,57,57.4,54.9,54,56,50.3,45.2,48
253,중앙,서울특별시,대치1동주민센터,일반,2023,1,53.7,54.5,58,53.1,55,48.2,44.1,46
254,중앙,서울특별시,대치1동주민센터,일반,2023,2,57.8,55,56.6,59.8,57,55.4,46.9,51
255,중앙,서울특별시,대치1동주민센터,일반,2023,3,58.285,57.318,55.57,56.689,57,56.762,51.815,54
256,중앙,서울특별시,대치1동주민센터,일반,2023,4,55.3,56,54.6,53.5,55,50.7,46.7,49
257,중앙,서울특별시,중대부고 앞,일반,2023,1,55.4,55.9,54.8,53,55,51.9,48.6,50
258,중앙,서울특별시,중대부고 앞,일반,2023,2,63.9,59.2,57.7,55.1,59,56.1,49.6,53
259,중앙,서울특별시,중대부고 앞,일반,2023,3,61.569,60.937,62.337,61.577,62,60.074,60.792,60
260,중앙,서울특별시,중대부고 앞,일반,2023,4,57.5,60.3,56.4,55.6,57,52.9,48.7,51
261,중앙,서울특별시,숙명여고 앞,도로,2023,1,72,71.3,71.1,70.5,71,71,67.8,69
262,중앙,서울특별시,숙명여고 앞,도로,2023,2,70.8,71.3,72.9,71.5,72,70.7,66.7,69
263,중앙,서울특별시,숙명여고 앞,도로,2023,3,52.017,52.845,50.986,52.57,52,47.544,45.825,47
264,중앙,서울특별시,숙명여고 앞,도로,2023,4,74.3,75.6,73.2,73.7,74,73.4,69.6,72
265,중앙,서울특별시,대도초등학교 앞,도로,2023,1,74.1,75.4,73.3,72.8,74,70,65.6,68
266,중앙,서울특별시,대도초등학교 앞,도로,2023,2,73,72.4,72.8,71.5,72,69.3,65.5,67
267,중앙,서울특별시,대도초등학교 앞,도로,2023,3,62.277,61.876,62.641,62.141,62,57.896,55.883,57
268,중앙,서울특별시,대도초등학교 앞,도로,2023,4,80.2,74.6,75.4,72.8,76,71.4,64.1,68
269,중앙,서울특별시,압구정초등학교 후문,일반,2023,1,59.8,62.8,59.9,60.3,61,51.4,47.6,50
270,중앙,서울특별시,압구정초등학교 후문,일반,2023,2,57.8,66.4,58.5,59.6,61,51.2,47.6,49
271,중앙,서울특별시,압구정초등학교 후문,일반,2023,3,75.838,76.843,77.073,73.822,76,64.269,63.889,64
272,중앙,서울특별시,압구정초등학교 후문,일반,2023,4,63.2,64.2,63.1,60.6,63,53.1,47.1,50
273,중앙,서울특별시,금강쇼핑 앞,일반,2023,1,61.1,62.1,61.9,63,62,55.2,52.1,54
274,중앙,서울특별시,금강쇼핑 앞,일반,2023,2,60.3,61.2,61.3,61.9,61,53.3,50.6,52
275,중앙,서울특별시,금강쇼핑 앞,일반,2023,3,54.076,57.126,57.72,54.64,56,49.003,47.775,48
276,중앙,서울특별시,금강쇼핑 앞,일반,2023,4,64.9,65.8,65.5,62.7,65,58,49.5,54
277,중앙,서울특별시,제일은행 앞,일반,2023,1,66.1,59.2,60.5,61.2,62,55.1,56.6,56
278,중앙,서울특별시,제일은행 앞,일반,2023,2,60.9,58.9,59.4,58.5,59,55.3,50.9,53
279,중앙,서울특별시,제일은행 앞,일반,2023,3,54.111,55.884,57.795,49.272,54,45.087,48.02,47
280,중앙,서울특별시,제일은행 앞,일반,2023,4,61.8,62.3,62.9,59.3,62,55.3,53.5,54
281,중앙,서울특별시,원방프라자,도로,2023,1,73.7,73.7,72.8,73.8,74,73.3,71.1,72
282,중앙,서울특별시,원방프라자,도로,2023,2,72.9,73.3,71.6,72.8,73,72.2,70.4,71
283,중앙,서울특별시,원방프라자,도로,2023,3,60.116,56.822,56.07,52.069,56,54.301,50.705,53
284,중앙,서울특별시,원방프라자,도로,2023,4,75.9,75.7,75,76.1,76,75,72.3,74
285,중앙,서울특별시,하나은행,도로,2023,1,70.9,70.8,70.3,73.9,71,69.5,65.7,68
286,중앙,서울특별시,하나은행,도로,2023,2,71.1,71.2,71,70.8,71,69.9,66.2,68
287,중앙,서울특별시,하나은행,도로,2023,3,66.242,59,54.669,47.385,57,45.668,47.682,47
288,중앙,서울특별시,하나은행,도로,2023,4,74.8,74.7,74.4,74.9,75,73,69.1,71
289,중앙,부산광역시,동궁식당,일반,2023,1,60.3,60.6,60.8,62,61,56.1,52.4,54
290,중앙,부산광역시,동궁식당,일반,2023,2,60.7,63.7,62.6,60.2,62,56.2,52.6,54
291,중앙,부산광역시,동궁식당,일반,2023,3,58.493,55.534,54.874,53.884,56,48.604,47.121,48
292,중앙,부산광역시,동궁식당,일반,2023,4,59.9,60.5,59.8,58.1,60,54.7,54.4,55
293,중앙,부산광역시,권역호흡센터 맞은편(성신피아노학원앞),일반,2023,1,61,63,59.3,59.3,61,54.9,53.9,54
294,중앙,부산광역시,권역호흡센터 맞은편(성신피아노학원앞),일반,2023,2,62.6,60.6,62.8,59.4,61,55.4,52.7,54
295,중앙,부산광역시,권역호흡센터 맞은편(성신피아노학원앞),일반,2023,3,54.071,53.692,52.947,55.851,54,48.135,45.092,47
296,중앙,부산광역시,권역호흡센터 맞은편(성신피아노학원앞),일반,2023,4,62.7,60.3,59.2,57.2,60,55.6,55.1,55
297,중앙,부산광역시,금전레포츠,도로,2023,1,64.8,67.1,65.1,65.1,66,60.1,56.7,58
298,중앙,부산광역시,금전레포츠,도로,2023,2,63,64.8,63.5,64.6,64,59.6,53.6,57
299,중앙,부산광역시,금전레포츠,도로,2023,3,52.608,49.857,53.877,50.574,52,45.707,45.097,45
300,중앙,부산광역시,금전레포츠,도로,2023,4,65.2,63.7,64.6,62.8,64,57.8,53.8,56
301,중앙,부산광역시,주남혁소아과,도로,2023,1,68,67.6,67.9,68,68,67.6,63,65
302,중앙,부산광역시,주남혁소아과,도로,2023,2,69.2,68.7,68.3,68.8,69,65.8,62.9,64
303,중앙,부산광역시,주남혁소아과,도로,2023,3,58.641,59.675,58.777,60.905,59,50.448,47.711,49
304,중앙,부산광역시,주남혁소아과,도로,2023,4,69,68.6,68.7,68,69,67.4,62.4,65
305,중앙,부산광역시,우성건축설비,일반,2023,1,62.7,56,57.6,57.1,58,49.7,43.4,47
306,중앙,부산광역시,우성건축설비,일반,2023,2,60.4,59.7,71.9,57.9,62,50.1,45.2,48
307,중앙,부산광역시,우성건축설비,일반,2023,3,63.763,57.886,57.243,57.663,59,52.648,52.003,52
308,중앙,부산광역시,우성건축설비,일반,2023,4,59,57.6,58.6,57.4,58,50.8,43.9,47
309,중앙,부산광역시,동아대학교병원장례식장,일반,2023,1,60.6,59.7,60.3,59.5,60,53.6,51.5,53
310,중앙,부산광역시,동아대학교병원장례식장,일반,2023,2,60.5,60.9,60.3,63.8,61,54.1,50.2,52
311,중앙,부산광역시,동아대학교병원장례식장,일반,2023,3,57.179,56.875,56.151,55.065,56,52.881,47.528,50
312,중앙,부산광역시,동아대학교병원장례식장,일반,2023,4,61.8,59.9,63.1,59,61,54.9,55.1,55
313,중앙,부산광역시,부산구덕청년회의소,도로,2023,1,74.3,73.8,74.6,74.2,74,69.5,66.6,68
314,중앙,부산광역시,부산구덕청년회의소,도로,2023,2,73,73.6,73.6,73.1,73,68.6,65.8,67
315,중앙,부산광역시,부산구덕청년회의소,도로,2023,3,52.991,56.494,52.557,55.775,54,45.977,46.496,46
316,중앙,부산광역시,부산구덕청년회의소,도로,2023,4,76.7,74.4,75.9,72.9,75,70.8,66.8,69
317,중앙,부산광역시,중앙단가학원,도로,2023,1,65.1,65.5,65.9,66.2,66,61.2,56.5,59
318,중앙,부산광역시,중앙단가학원,도로,2023,2,63.7,63.6,65.6,65.3,65,59.2,55.2,57
319,중앙,부산광역시,중앙단가학원,도로,2023,3,70.799,69.62,66.981,67.72,69,62.458,60.469,61
320,중앙,부산광역시,중앙단가학원,도로,2023,4,64,62.8,64.3,61.3,63,57.5,53.6,56
321,중앙,부산광역시,아미동주민센터,일반,2023,1,54.9,59.7,52.3,55.8,56,47.7,48.2,48
322,중앙,부산광역시,아미동주민센터,일반,2023,2,57,58.6,56.3,56.9,57,45.2,45.5,45
323,중앙,부산광역시,아미동주민센터,일반,2023,3,54.209,57.702,54.585,54.581,55,49.995,46.621,48
324,중앙,부산광역시,아미동주민센터,일반,2023,4,50.9,52.5,57.8,50.4,53,46.6,44.6,46
325,중앙,부산광역시,황정리버빌,일반,2023,1,60,60.3,61.2,61.5,61,56.4,52.2,54
326,중앙,부산광역시,황정리버빌,일반,2023,2,57.8,58.1,59.5,60.6,59,53.2,48.4,51
327,중앙,부산광역시,황정리버빌,일반,2023,3,61.618,59.32,59.112,54.757,59,53.997,48.804,51
328,중앙,부산광역시,황정리버빌,일반,2023,4,60.7,59.3,60.3,55.3,59,51.5,48.8,50
329,중앙,부산광역시,해련사,일반,2023,1,53.5,53.4,52.7,51.4,53,43,40.4,42
330,중앙,부산광역시,해련사,일반,2023,2,57.3,58.6,53.2,47.4,54,42,37.7,40
331,중앙,부산광역시,해련사,일반,2023,3,53.668,54.056,52.653,53.92,54,49.399,49.187,49
332,중앙,부산광역시,해련사,일반,2023,4,50.3,49.5,50.7,38.2,47,42.9,38.7,41
333,중앙,부산광역시,정시당 옆 숲속,일반,2023,1,45.7,45.2,46.9,46.4,46,41.4,35.6,39
334,중앙,부산광역시,정시당 옆 숲속,일반,2023,2,58.7,60.9,61,59.6,60,57,46.7,52
335,중앙,부산광역시,정시당 옆 숲속,일반,2023,3,55.882,61.837,56.731,57.319,58,51.19,47.175,49
336,중앙,부산광역시,정시당 옆 숲속,일반,2023,4,46.3,45.6,44,40.6,44,38.2,33.1,36
337,중앙,부산광역시,신기 숲,일반,2023,1,50.3,51,51.7,50,51,44.8,43.1,44
338,중앙,부산광역시,신기 숲,일반,2023,2,54.8,54.5,54.5,54.7,55,44.1,43.7,44
339,중앙,부산광역시,신기 숲,일반,2023,3,53.996,61.672,60.12,55.038,58,55.272,47.058,51
340,중앙,부산광역시,신기 숲,일반,2023,4,55.3,53.9,53.1,50.8,53,47.6,37.2,42
341,중앙,부산광역시,광명고등학교 정문 옆,도로,2023,1,65.9,66.5,65.6,65.5,66,63.3,52.4,58
342,중앙,부산광역시,광명고등학교 정문 옆,도로,2023,2,64.5,66.3,66.5,65.3,66,62.6,52.2,57
343,중앙,부산광역시,광명고등학교 정문 옆,도로,2023,3,70.555,68.87,67.601,64.905,68,62.141,57.401,60
344,중앙,부산광역시,광명고등학교 정문 옆,도로,2023,4,66.2,68.2,66,66.1,67,62.5,52.6,58
345,중앙,부산광역시,파랑새아이들집,도로,2023,1,61.9,63.4,63.6,64.4,63,59.3,51.9,56
346,중앙,부산광역시,파랑새아이들집,도로,2023,2,61.9,62.6,62.1,64.1,63,56.4,54.3,55
347,중앙,부산광역시,파랑새아이들집,도로,2023,3,68.231,64.072,63.15,62.304,64,55.151,55.735,55
348,중앙,부산광역시,파랑새아이들집,도로,2023,4,64,63.1,63,67.3,64,57.9,52,55
349,중앙,부산광역시,경암빌딩 뒤,일반,2023,1,65.5,66.6,66.9,66.6,66,66.3,65.3,66
350,중앙,부산광역시,경암빌딩 뒤,일반,2023,2,73.8,66.6,68.1,67.7,69,65.9,62.9,64
351,중앙,부산광역시,경암빌딩 뒤,일반,2023,3,66.388,66.053,73.237,66.981,68,66.358,60.727,64
352,중앙,부산광역시,경암빌딩 뒤,일반,2023,4,63.5,66.3,65.7,67.5,66,66.4,62.6,65
353,중앙,부산광역시,제일은행 뒤,일반,2023,1,63.6,65.8,66.2,66.5,66,63.8,62.8,63
354,중앙,부산광역시,제일은행 뒤,일반,2023,2,63.8,65.3,66.5,66,65,66,62.7,64
355,중앙,부산광역시,제일은행 뒤,일반,2023,3,60.374,62.876,59.979,55.709,60,51.867,57.894,55
356,중앙,부산광역시,제일은행 뒤,일반,2023,4,61.9,65.2,64.6,67.9,65,67.2,62.3,65
357,중앙,부산광역시,주우빌딩,일반,2023,1,61.4,61.8,62,66.7,63,60.4,57.6,59
358,중앙,부산광역시,주우빌딩,일반,2023,2,63.4,62.5,65,64.8,64,70.6,71.3,71
359,중앙,부산광역시,주우빌딩,일반,2023,3,60.495,63.795,61.426,60.616,62,54.666,52.345,54
360,중앙,부산광역시,주우빌딩,일반,2023,4,59.9,60.4,63.8,67.9,63,65.9,63.7,65
361,중앙,부산광역시,쥬디스태화,도로,2023,1,72.4,72.1,71.4,71.8,72,70.4,67.8,69
362,중앙,부산광역시,쥬디스태화,도로,2023,2,72.6,71.5,71.7,74.7,73,73.3,67.6,70
363,중앙,부산광역시,쥬디스태화,도로,2023,3,70.15,69.566,68.435,65.128,68,48.082,45.604,47
364,중앙,부산광역시,쥬디스태화,도로,2023,4,73.5,71.2,71,70.9,72,67.5,65.8,67
365,중앙,부산광역시,동보프라자 앞,도로,2023,1,71.1,72.5,70.9,71.6,72,73,71.8,72
366,중앙,부산광역시,동보프라자 앞,도로,2023,2,73.4,72,71.5,73.4,73,77,72.2,75
367,중앙,부산광역시,동보프라자 앞,도로,2023,3,58.735,55.946,56.687,57.44,57,57.119,46.874,52
368,중앙,부산광역시,동보프라자 앞,도로,2023,4,71.9,70.2,70,72.1,71,70.7,68.1,69
369,중앙,부산광역시,스포츠락크룸,일반,2023,1,59.4,60.5,60.4,62.3,61,54.6,54.3,54
370,중앙,부산광역시,스포츠락크룸,일반,2023,2,60.5,60.5,60.2,62.4,61,63.4,63.3,63
371,중앙,부산광역시,스포츠락크룸,일반,2023,3,57.257,55.675,56.66,54.142,56,51.914,50.541,51
372,중앙,부산광역시,스포츠락크룸,일반,2023,4,64.4,62.8,63.2,61.3,63,58,61.4,60
373,중앙,부산광역시,동래향교,일반,2023,1,55.9,54.8,55.8,56.1,56,51,47.6,49
374,중앙,부산광역시,동래향교,일반,2023,2,58.2,60,56.9,56.8,58,50.9,48.5,50
375,중앙,부산광역시,동래향교,일반,2023,3,54.139,55.228,55.369,53.334,55,45.478,38.775,42
376,중앙,부산광역시,동래향교,일반,2023,4,57.6,60.7,57.2,55,58,51.5,45.3,48
377,중앙,부산광역시,110동 뒤 테니스장,일반,2023,1,58.2,55.9,54,56.9,56,50.1,45.8,48
378,중앙,부산광역시,110동 뒤 테니스장,일반,2023,2,60.8,59.4,57.6,58.3,59,48.9,44.4,47
379,중앙,부산광역시,110동 뒤 테니스장,일반,2023,3,46.652,47.643,49.912,44.797,47,46.554,41.343,44
380,중앙,부산광역시,110동 뒤 테니스장,일반,2023,4,55.8,56.7,51.9,48,53,43.6,38.9,41
381,중앙,부산광역시,동래우체국 앞,도로,2023,1,68.7,68.2,68.5,68.8,69,66.2,62.8,65
382,중앙,부산광역시,동래우체국 앞,도로,2023,2,67.6,70.8,67.7,68.2,69,64.6,59.9,62
383,중앙,부산광역시,동래우체국 앞,도로,2023,3,74.29,73.9,71.095,70.557,72,47.457,45.011,46
384,중앙,부산광역시,동래우체국 앞,도로,2023,4,69.4,69.7,69.8,68.3,69,66.2,60.6,63
385,중앙,부산광역시,현대어린이집 맞은편,도로,2023,1,65.2,65,65.8,66.1,66,60.3,55.5,58
386,중앙,부산광역시,현대어린이집 맞은편,도로,2023,2,65.7,65.9,64.7,64.4,65,59.2,55.7,57
387,중앙,부산광역시,현대어린이집 맞은편,도로,2023,3,71.811,68.35,66.222,62.257,67,50.735,47.081,49
388,중앙,부산광역시,현대어린이집 맞은편,도로,2023,4,65.9,64.5,66,62.7,65,59.3,53.3,56
389,중앙,부산광역시,맑은나라 맞은편,일반,2023,1,67.9,68.4,66.1,64.5,67,53.8,51.4,53
390,중앙,부산광역시,맑은나라 맞은편,일반,2023,2,66.6,64.6,65.8,65,66,52.6,51.6,52
391,중앙,부산광역시,맑은나라 맞은편,일반,2023,3,50.091,52.342,52.411,51.926,52,51.864,45.447,49
392,중앙,부산광역시,맑은나라 맞은편,일반,2023,4,62.6,62.5,64.6,54.9,61,49.2,56.8,53
393,중앙,부산광역시,삼명화학,일반,2023,1,68.2,68.2,66.6,66.1,67,58.1,55.4,57
394,중앙,부산광역시,삼명화학,일반,2023,2,67.4,66.3,69.1,67.9,68,57,56.5,57
395,중앙,부산광역시,삼명화학,일반,2023,3,65.926,66.266,66.701,67.292,67,63.42,58.823,61
396,중앙,부산광역시,삼명화학,일반,2023,4,68.2,67.3,67.3,63.7,67,57.2,54.4,56
397,중앙,부산광역시,한국주철관공업(주) 앞,도로,2023,1,74.3,74.8,74.8,72.4,74,66.3,65.5,66
398,중앙,부산광역시,한국주철관공업(주) 앞,도로,2023,2,75.4,74.5,74.4,76.3,75,67.6,66.8,67
399,중앙,부산광역시,한국주철관공업(주) 앞,도로,2023,3,60.865,60.497,63.839,65.464,63,56.583,56.77,57
400,중앙,부산광역시,한국주철관공업(주) 앞,도로,2023,4,76,74.2,74,72.2,74,69,68.3,69
401,중앙,부산광역시,K Car,도로,2023,1,70.7,68.8,69,68.8,69,61.5,58.8,60
402,중앙,부산광역시,K Car,도로,2023,2,69.8,69.9,68.9,68.8,69,58.9,58.6,59
403,중앙,부산광역시,K Car,도로,2023,3,60.107,58.152,61.328,60.668,60,54.115,50.353,52
404,중앙,부산광역시,K Car,도로,2023,4,69.1,68.1,68.1,65.3,68,61.7,58.4,60
405,중앙,부산광역시,부산환경공단 강변사무소,일반,2023,1,64,64.2,66.9,62.2,64,56.9,56.2,57
406,중앙,부산광역시,부산환경공단 강변사무소,일반,2023,2,61.1,60.9,62.9,60.1,61,58,57.7,58
407,중앙,부산광역시,부산환경공단 강변사무소,일반,2023,3,66.541,64.299,65.39,64.321,65,58.4,56.525,57
408,중앙,부산광역시,부산환경공단 강변사무소,일반,2023,4,59.4,59.7,60.5,59.8,60,55.3,55.3,55
409,중앙,부산광역시,서원유통탑마트 앞,일반,2023,1,62.2,61.4,60.6,62.9,62,54.9,52.8,54
410,중앙,부산광역시,서원유통탑마트 앞,일반,2023,2,62.7,62.3,62.1,62.3,62,54.4,55.8,55
411,중앙,부산광역시,서원유통탑마트 앞,일반,2023,3,60.091,58.89,58.087,58.015,59,53.235,54.303,54
412,중앙,부산광역시,서원유통탑마트 앞,일반,2023,4,62.5,60.6,62.4,58.2,61,52.6,52.3,52
413,중앙,부산광역시,디에스코스모,일반,2023,1,57.1,57.3,57.1,61.6,58,49.9,48,49
414,중앙,부산광역시,디에스코스모,일반,2023,2,59.2,58.2,56,57,58,49.7,48.2,49
415,중앙,부산광역시,디에스코스모,일반,2023,3,69.193,69.671,69.776,69.261,69,67.581,64.865,66
416,중앙,부산광역시,디에스코스모,일반,2023,4,57.4,55.8,56.8,51.4,55,49.4,48.2,49
417,중앙,부산광역시,기아오토큐 에이플러스모터스,일반,2023,1,66.3,64.3,64.6,66.4,65,59.1,57.8,58
418,중앙,부산광역시,기아오토큐 에이플러스모터스,일반,2023,2,64.2,63.6,63.7,62.8,64,54.7,54.2,54
419,중앙,부산광역시,기아오토큐 에이플러스모터스,일반,2023,3,67.871,73.768,74.176,73.917,72,67.825,55.678,62
420,중앙,부산광역시,기아오토큐 에이플러스모터스,일반,2023,4,67.6,65.4,64.7,60.9,65,59.2,55,57
421,중앙,부산광역시,금사장례식장,도로,2023,1,71,70.9,71.5,69,71,67.8,66.3,67
422,중앙,부산광역시,금사장례식장,도로,2023,2,72.4,71.8,72.8,70.2,72,68,67.3,68
423,중앙,부산광역시,금사장례식장,도로,2023,3,59.337,56.181,56.512,57.338,57,61.85,46.834,54
424,중앙,부산광역시,금사장례식장,도로,2023,4,71.9,70.2,70,72.1,71,70.7,68.1,69
425,중앙,부산광역시,진담,도로,2023,1,68.4,67.8,66.5,68.1,68,60.4,58.3,59
426,중앙,부산광역시,진담,도로,2023,2,67.6,67.5,66.7,67.7,67,60.1,57.1,59
427,중앙,부산광역시,진담,도로,2023,3,56.814,56.679,59.401,54.579,57,51.011,49.029,50
428,중앙,부산광역시,진담,도로,2023,4,69.6,67.5,69.8,63.1,68,61.7,57,59
429,중앙,부산광역시,종합수퍼 앞,일반,2023,1,51.9,53.4,54.8,55.2,54,49.4,47.6,49
430,중앙,부산광역시,종합수퍼 앞,일반,2023,2,57,56.2,56.8,56.2,57,52.4,45.1,49
431,중앙,부산광역시,종합수퍼 앞,일반,2023,3,56.859,52.267,54.584,52.229,54,45.094,45.391,45
432,중앙,부산광역시,종합수퍼 앞,일반,2023,4,53.4,52.5,56.9,51.3,54,47.1,42.4,45
433,중앙,부산광역시,영광수퍼 앞,일반,2023,1,64.3,63.7,64.6,60.2,63,52.7,43.6,48
434,중앙,부산광역시,영광수퍼 앞,일반,2023,2,65.1,64.3,64.6,57.8,63,54.8,49.2,52
435,중앙,부산광역시,영광수퍼 앞,일반,2023,3,57.937,65.197,61.081,58.652,61,51.619,49.812,51
436,중앙,부산광역시,영광수퍼 앞,일반,2023,4,62.6,60.5,62.5,58.1,61,52.6,52,52
437,중앙,부산광역시,진성비디오앞,일반,2023,1,58,59.2,58.5,61.4,59,51.6,44.2,48
438,중앙,부산광역시,진성비디오앞,일반,2023,2,57.4,64.3,61.9,61.5,61,61.8,43.6,53
439,중앙,부산광역시,진성비디오앞,일반,2023,3,60.247,61.031,61.5,62.301,61,53.675,51.039,52
440,중앙,부산광역시,진성비디오앞,일반,2023,4,61.1,60.1,59.9,55.5,59,50.7,42.2,46
441,중앙,부산광역시,화성빌라트 맞은편,도로,2023,1,76.7,64.6,66.9,66,69,61.6,58.1,60
442,중앙,부산광역시,화성빌라트 맞은편,도로,2023,2,66.7,67.1,68.3,64.9,67,62.4,56.4,59
443,중앙,부산광역시,화성빌라트 맞은편,도로,2023,3,59.383,57.068,57.288,57.465,58,56.044,56.01,56
444,중앙,부산광역시,화성빌라트 맞은편,도로,2023,4,68.2,68.5,67,66.9,68,63.9,58.1,61
445,중앙,부산광역시,하나한의원 앞,도로,2023,1,65.5,65.4,66.2,65.4,66,62.2,59.7,61
446,중앙,부산광역시,하나한의원 앞,도로,2023,2,63.7,66,66.7,65.3,65,62.4,56.1,59
447,중앙,부산광역시,하나한의원 앞,도로,2023,3,59.23,59.636,59.807,60.326,60,50.73,45.455,48
448,중앙,부산광역시,하나한의원 앞,도로,2023,4,62.9,61,60.6,57,60,53.4,48.4,51
449,중앙,부산광역시,GS무인주차장 뒤,일반,2023,1,54.9,54.9,53.8,55.5,55,46.3,44.7,46
450,중앙,부산광역시,GS무인주차장 뒤,일반,2023,2,55.5,54.4,56.1,57.7,56,44.1,45.3,45
451,중앙,부산광역시,GS무인주차장 뒤,일반,2023,3,61.412,61.515,59.127,59.164,60,53.794,51.86,53
452,중앙,부산광역시,GS무인주차장 뒤,일반,2023,4,53.3,52.1,52.5,49.6,52,48.5,41.6,45
453,중앙,부산광역시,신부산교회 주민주차장,도로,2023,1,66.8,65.8,66.7,67.1,67,64.7,62.6,64
454,중앙,부산광역시,신부산교회 주민주차장,도로,2023,2,64.2,65.5,64.5,64.8,65,62.2,60.4,61
455,중앙,부산광역시,신부산교회 주민주차장,도로,2023,3,57.496,56.327,57.016,58.724,57,53.142,50.601,52
